stem,세부직무명,회사명,담당업무,우대사항,스킬
0129_GI48242103_메가존클라우드㈜ 채용 - Data Analyst 채용 _ 잡코리아,데이터 분석가,메가존클라우드㈜,[],"['""프롬프트 성능 모니터링 시스템 연구 클라우드 비용 분석 경험', 'A/B 테스트 프레임워크 구축 머신러닝 모델 개발 경험', '증강분석 시스템 개발 자동 인사이트 생성 모델 대규모 데이터 처리 경험', '예측 분석 자동화 실시간 이상 탐지 시스템 연구 n8n,Zapier등 자동화 도구 사용 경험']","['SQL', 'Python', 'R', 'AWS', 'GCP', 'Azure']"
0130_GI48162122_메가존클라우드㈜ 채용 - [메가존클라우드] Data Analyst _ 잡코리아,데이터 분석가,메가존클라우드㈜,[],"['및 데이터 분석 데이터 분석 및 새로운 가치 창출 Business 데이터 분석 경험', '자동화 및 AI 활용 경험']","['SQL', 'Python', 'R', 'Tableau', 'Looker', 'AWS', 'GCP', 'Azure']"
0131_GI48368161_㈜컴투스 채용 - [컴투스] 게임데이터 분석가 (신입_경력) _ 잡코리아,데이터 분석가,㈜컴투스,[],"['대용량 로그 데이터 처리 및 분석 경험', '게임 데이터 분석 또는 라이브 서비스 게임 분석 경험', '통계/수학/산업공학/데이터 분석 관련 전공 기획 문서 또는 분석 리포트 작성 경험']",['Python']
0132_GI48301641_㈜어센트코리아 채용 - 마케팅 데이터 분석가(신입) _ 잡코리아,데이터 분석가,㈜어센트코리아,"['마케팅 데이터 분석가 신입(O명) 1.데이터 시스템 구축 및 운영', 'AI 답변 데이터 추출 및 관리 시스템 구축:ChatGPT', 'Gemini 등 주요 생성형 AI 모델의 답변 데이터를 주기적으로 추출', '메 타데이터 태깅(Tagging)하는 프로세스 및 DB(Firestore 등)설계 및 운영 주도.', '데이터 수집(Web Crawling),전처리, 분석 자동화를 위한 Python 활용.', '대규모 데이터셋 관리 및 복잡한 퀴리 작성을 위한 SQL/엑셀 활용 2.심층 분석 및 인사이트 도출', '보고서 작성 및 전략 제안:수집한 데이터를 기반으로 키워드를 체계적으로 분류하고', '도출된 인사이트를 바탕으로 보고서를 작성 하여 고객사에 전략 제안 웹 분석 데이터(유입']","['영어(회화/작문)이 가능하신 분.', 'Tableau,QuickSight 등 주요 Bl 도구 분석/시각화 경험이 있는 분.', '이커머스 또는 글로벌 가전/IT 산업 분야의 마케팅 데이터 분석 경험 우대.']","['Excel', 'Google Analytics', 'SQL', 'Python', 'Tableau']"
0133_GI48363488_㈜에센시아랩 채용 - AI 기반 플랫폼 데이터 분석가 채용 _ 잡코리아,데이터 분석가,㈜에센시아랩,[],['관련 학과 전공자 기본우대 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심 무문문'],['Python']
0134_GI48369251_㈜스푼랩스 채용 - Business Data Analyst (5년 이상) _ 잡코리아,데이터 분석가,㈜스푼랩스,"['성과 측정 및 분석 신규 서비스/기능 성과 측정용 지표 정의 및 트래킹 설계 사용자행동 분석(코호트', '퍼널)을 통한 전환율 개선 포인트 발굴 전사 및 주요 서비스의 성과 지표 기획 및 모니터링 체계 구축 실험 설계 및 해석 비즈니스 가설 검증을위한 A/B 테스트설계', '결과 분석 통계적 검정 및고급 분석기법을 활용한 인사이트도출 비즈니스 의사결정을위한 인사이트발굴 경영진 및 각 부서의 의사결정을 위한데이터 기반 리포트 작성 KPI 모니터링 및 원인분석 데이터 품질관리 및 거버넌스 체계 구축 이벤트 로깅 체계(Taxonomy)설계 및관리 데이터정합성검증']",[],"['Python', 'R', 'AWS']"
0135_GI48369249_㈜스푼랩스 채용 - Business Data Analyst (2-5년) _ 잡코리아,데이터 분석가,㈜스푼랩스,"['성과 측정 및 분석 신규 서비스/기능 성과 측정용 지표 기획 및 모니터링 전사 및 주요 서비스의 성과 지표 모니터링 사용자행동 분석(코호트,퍼널)을 통한 전환율개선 포인트발굴 데이터품질관리 및거버넌스 이벤트 로깅 체계(Taxonomy)관리 데이터정합성 검증 비즈니스의사결정을위한 인사이트발굴 KPI 모니터링및 리포트 작성 데이터 기반 개선 방향제안 실험설계 및 해석 A/B테스트 실행 및 결과 해석 테스트 결과 기반 인사이트 도출 및 후속 실험 제안']","['스푼랩스 공식 홈페이지 스푼랩스 문화 블로그 스푼랩스 테크 블로그 스푼랩스 링크드인 스푼랩스 인스타그램 2[몰입하고', 'AWS re:Invent', 'Digital Marketing Summit', '더 나은 방향으로 스스로 성장하는 사람들이 함께 모인 팀입니다.', '[일하는방식] 몰입과실행의 밀도를높이기위해 해외 법인에서 근무하는오피스 익스체인지 프로그램 창의적몰입을위한워케이션프로그램 오전 8시~10시 사이 자유롭게 출근하는 자율출근제 이애우우위우 극위룸우농룸허긍영 우리는 더 깊이,함께 몰입할 수 있는 환경을 선택합니다.', '[함께하는팀을위한 환경]치열하게 일한만큼, 서로를행기기 위해 함께해 주셔서 감사해요!', '고급안마의자,게임기,다트, 탁구대구비 치열하게 일한 만큼, 재충전도 중요하니까.우리는 일하는 순간뿐 아니라, 그 사이사이도 함께 고민합니다.']","['Python', 'R', 'Excel', 'AWS']"
0136_GI48301120_㈜어센트코리아 채용 - 마케팅 데이터 분석가(GEO_LLM) _ 잡코리아,데이터 분석가,㈜어센트코리아,"['마케팅 데이터 분석가(O명) 1.데이터 시스템 구축 및 운영', 'AI 답변 데이터 추출 및 관리 시스템 구축:ChatGPT', 'Gemini 등 주요 생성형 AI 모델의 답변 데이터를 주기적으로 추출', '메타데이터 태깅(Tagging)하는 프로세스 및 DB(Firestore 등)설계 및 운영 주도.', '데이터 수집(Web Crawling)', '전처리', '분석 자동화를 위한 Python 활용 대규모 데이터셋 관리 및 복잡한 퀴리 작성을 위한 SQL/엑셀 활용 2.심층 분석 및 인사이트 도출 얼이위성 얼이럼얼리 성하여 고객사에 전략 제안 웹 분석 데이터(유입', '사용자 행동)심층 분석 및 보고서 작성']","['영어(회화/작문)이 가능하신 분.', 'Tableau,QuickSight 등 주요 BI 도구 분석/시각화 경험이 있는 분.', '이커머스 또는 글로벌 가전/IT 산업 분야의 마케팅 데이터 분석 경험 우대.']","['Excel', 'Google Analytics', 'SQL', 'Python', 'R', 'Tableau']"
0137_GI48315657_더하이어코리아㈜ 채용 - 인천 외국계 _ Data Analyst (Power BI) _ 1년 _ 잡코리아,데이터 분석가,더하이어코리아㈜,"['Data Analyst (1명) Back-end개발자+운영자 내부적으로는 Senior Analyst (Business Process Improvements) 성격 1.SACS 운영 및 데이터 관리 KR', 'NINV', 'PAC+ Receiving', 'FIST', 'Vendor Master', 'A/R Closing 자동화 등 기존 스케줄러 유지관리 SharePoint 기반 데이터 수집 구조 운영 및 오류 해결 OneDrive/파일 Lock 등 자동화 장애 해결 3.데이터 분석 및 보고서 개발 Excel', 'Power BI 기반 데이터 분석 및 시각화 Daily/Weekly/Monthly KPI 데이터 생성 및 Insight 제공 Power Query 기반 데이터 클렌징', 'ETL 작업 CSV/Excel 기반 구조화']","['Excel 중급 이상(Power Query 필수,Pivot/Table 분석 가능)', 'Power BI 기본 활용 능력 (DAX 기초,시각화,데이터 모델링)', 'Power Automate Desktop 경험(기존 플로우 유지보수 가능 수준)', 'CS//FVel기바데이터 부서.저제 느려 엑셀 VBA매크로 운영 경험', 'SharePoint List/Library 데이터 운영 경험', 'SACS 또는 ERP 기반 운영 데이터 처리 경험']","['R', 'Excel', 'Power BI']"
0138_GI48277901_리을디귿 채용 - [채용] 퍼포먼스 마케터 & 데이터 분석가를 모십니다 _ 잡코리아,데이터 마케팅 분석가,리을디귿,"['퍼포먼스마케터& 데이터 1)퍼포먼스 마케팅 전략 수립 및 운영 (1명)', 'Meta(IG/FB)', 'Google', 'Kakao', 'Naver(검색/쇼핑)', '쿠팡 광고 등매체 특성에 맞춘 캠페인 ROAS뿐 아니라 CAC(신규 고객 획득 비용)', '매체별 기여도/효율 구조 분석 콘텐츠/디자인과 협업하여 데이터 기반 소재 발굴 및 개선(High-Performing Creative)', '2)자사몰(D2C)']","['커머스/패션/유아동 카테고리에서 월 광고 예산 3,000만 원 이상 운영 경험', 'SQL 또는 Amplitude/Mixpanel등 분석 툴 사용 경험', 'CRM 솔루션(채널톡/데이터라이즈 등)으로 실질 매출 성과를 만들어본 경험', '본질에 집중:보여주기식 보고보다 실제 문제 해결과 Impact를 더 중요하게 봅니다.', '형위긍이티이어가위워링릭위 협업 문화:서로의 전문성과 판단을 존중하며,실행과 회고가 빠르게 돌아갑니다.', '피카부는 숫자를 잘 만드는 사람보다, 극위이성터허 기본우대']","['Looker', 'Google Analytics', 'SQL', 'Amplitude']"
0140_GI48066414_메가존클라우드㈜ 채용 - Business Analyst 채용 _ 잡코리아,데이터 분석가,메가존클라우드㈜,[],"['주요 지표의 이상 징후 탐지 및 보고서 작성 B2B 세일즈에 대한 이해를 바탕으로 한 전사 KPI 수립 및 성과 관리 경험 복잡한 비즈니스 구조환경,다양한 시스템 데이터를 결합/연결하기 위해 여러부서간의 조율경험,혹은 PM경험 우대 AIlAgent 를 활용한 업무 자동화 유경험자']","['SQL', 'Tableau', 'Power BI', 'Looker']"
0141_GI48102683_㈜우리금융저축은행 채용 - 우리금융저축은행 경력직 채용[리스크관리부] _ 잡코리아,데이터 분석가,㈜우리금융저축은행,['리스크관리부 부서원채용 신용리스크 관련 지표 모니터링 및 관리 [리스크관리] Data 분석을 통한 보고서 작성 CSS모형 전략 운영'],"['저축은행 및 금융기관 업무경험자 통계 및 산업공항 전공자 통계프로그램 사용 가능자(SAS필수) 신용리스크 경험자 CSS모형 개발', '전략운영 경험자 기본우대 저축은행 및 금융기관 업무경험자', '통계 및 산업공학 전공자', '통계프로그램 사용가능자(SAS필수)', '신용리√']",[]
0142_GI48374357_(유)쇼피코리아컴퍼니 채용 - Shopee Korea - BI Analyst(6-month) - 신입가능 _ 잡코리아,데이터 시각화 분석가,(유)쇼피코리아컴퍼니,"[""Consolidate and review Shopee's Cross-Border Business perf ormance on a daily basis"", 'Develop analyses that lead to actionable insights to ensure profit ability and stability of the products', 'Collect data from multiple sources', 'including operation', 'marketing', 'and sourcing databases', 'to create integrated views that can be use making', 'Work with several large and complex S QL databases and design and build reports and analyses in Excel']","['학사 학위 이상 보유자로,데이터에 대한 이해도와 민감도가 높고,분석 역량이 뛰어나신 분', 'SQL 및 Excel(데이터 함수)활용이 가능하신 분', '문제 해결에 있어 창의적이고 새로운 접근을 시도할 수 있는 분', '마인드를 보유하신 분', '다양한 유관 부서와 협업이 가능하며,빠르게 변화하는 업무 환경에서도 유연하게 업무를 수행할 수 있는 분', '비즈니스 애널리스트 관련 직무에서 1년 이상의 실무 경험을 보유하신 분 (우대)', 'Python 활용 경험이 있으신 분 (우대)', '|Yl0']","['SQL', 'Python', 'Excel', 'R']"
0143_GI48344307_유한킴벌리㈜ 채용 - 김천사업장 재무부분 원가기획 담당 신입 채용 _ 잡코리아,데이터 엔지니어,유한킴벌리㈜,"['Cost Analyst 월 실제원가 및 분기별 표준원가 작성과 관리', '월별 분기별 원가예측 및 보고 세부항목별 원가 분석', '투자 시 원가 예측 및 재무효과 분석 원가 절감 실적 보고', '예측 및 효과 분석 공장예산 수립 및 관리', 'Routing', 'Version', 'Work Center etc.)']","['ERP(SAPR/3)사용경험 MS Office 활용 능력(Excel, PowerPiont) 글로벌 환경에서의 인턴 또는 프로젝트 경험 응시자격 공통사항 성별/연령 제한 없으며,학사학위 이상 소지하신 분', '해외여행에 결격사유가 없는 분으로 남자는 병역필 또는 면제된 분']",['Excel']
0145_GI48325637_대신네트웍스㈜ 채용 - 빅데이터 분석 경력자 전문가 모집 _ 잡코리아,데이터 시각화 분석가,대신네트웍스㈜,[],"['빅데이터 분석 공모전 입상자 Power BI', '알터럭스 경험자 통계분석', '리서치 능숙자 프리젠테이션 능력우수자 기본우대 공모전 입상자', '차량소지자', '통계분석', '리서치 능숙자', '프리젠테이션 능력우수자', '문서작성 우수자']","['SQL', 'Python', 'Power BI', 'PostgreSQL', 'Hadoop']"
0147_GI48252057_지씨에스솔루션㈜ 채용 - 환경분야 빅데이터 분석 및 기획연구 담당자 _ 잡코리아,데이터 분석가,지씨에스솔루션㈜,"['기획 및 정책연구를 위한 정부/공공기관/지방자치단체 기획연구,정보화전략수립(ISP/ISMP)및 정책연구 (0명) 기획 및 정책연구에 필요한 기술동향,최신정책 및 빅데이터 분석을 통한 관련 분야 수요 분석 예)빅카인즈 분석 참고 사업수주를 위한 제안서 작성 사업 성과 관리를 위한 주/월간 보고서 작성 컨설팅 최종보고서 작성']",[],"['Python', 'Excel']"
0148_GI48368573_주식회사스마일게이트 채용 - [스마일게이트] [투자] 투자관리 담당 _ 잡코리아,데이터 분석가,주식회사스마일게이트,[],"['유관 자격증(CFA/KICPA/AICPA)을 보유하신 분', '영문 계약서 검토 업무를 경험해 보신 분']",[]
0150_GI48238373_㈜플래티어 채용 - ㈜플래티어 [그루비사업부 SaaS 솔루션] 직군별 경력직 채용 _ 잡코리아,데이터 사이언티스트,㈜플래티어,[],['기본우대'],"['Python', 'AWS', 'GCP', 'MySQL', 'Tableau', 'Looker', 'Superset', 'BigQuery', 'Redshift', 'Athena']"
0154_GI48234926_미디어브랜즈코리아㈜ 채용 - 외국계광고 미디어브랜즈코리아 (UM Korea) 인턴 모집 _ 잡코리아,데이터 분석가,미디어브랜즈코리아㈜,[],"['TOEIC850급(점)', '이상 GAlQ(Google Analytics Individual Qualification)', '기본우대 영어가능자', '통계분석', '리서치 능숙자', '유관업무 경험자(인턴', '알바)', '엑셀 고급능력 보유자 자격증 GAIQ 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심 무문문']","['Excel', 'Google Analytics']"
0155_GI48316106_㈜넥스트이지 채용 - AI 모델링 및 데이터 분석 엔지니어 모집 _ 잡코리아,데이터 분석가,㈜넥스트이지,"['포지션 (1명) Python을 활용한 A알고리즘의 설계', '개발 및 최적화 신규 A 서비스 데이터 통합 및 전처리', '데이터 분석', '모델학습', '평가 및 배포 과정 전반 수행 모델 성증 검증 및 자동화 스크립트 개발']",['상세내용을 입력하세요'],['R']
0156_GI48211907_㈜알케이소프트 채용 - IT아웃소싱 한국지사 BA (Business Analyst) (한국인_베트남인) _ 잡코리아,데이터 시각화 분석가,㈜알케이소프트,"['BA Business Analyst (1명)', '고객 비즈니스 요구사항을 정확히 이해하고 한국어/베트남어로 자연스럽게 전달 프로적트 요구사항의 정의', '변경 관리 수행 비즈니스 프로세스 분석 및 개선 제안 BRD', 'FRD', 'User Story', 'Workf low 등 요구사항 문서 작성 및 유지 Figma기반 화면설계서', '와이어프레임', '프로토타입 제작 위영위이럼트을']",['한국인:영어소통 업무가능 우대 베트남인:한국어소통 업무가능 및 한베기술 통번역 가능자 우대 한·베 기술 통번역 능숙자(IT 용어 포함) |0논 [한국어]TOPIK [베트남어]OPI'],['SQL']
0157_GI48206704_㈜스트리미 채용 - [GOPAX]자금세탁방지(AML) 담당자 _ 잡코리아,데이터 분석가,㈜스트리미,"['포지션 (1명) 자금세탁방지 관련 사내 정책 및 규정 기획 자금세탁방지 관련 고객확인', '고객위험평가', '거래모니터링', '전사위험평가 등 기획 및 운영 사내 임직원 대상 자금세탁방지 교육 기획 및 실시 자금세탁방지 시스템의 적정성 관리 RBA 기획 및 관리 감독당국 보고 및 대응 업무 수행 그외 자금세탁방지 관련 필요한 업무 수행']","['영어 커뮤니케이션 가능하신 분', '자금세탁방지 관련 자격증(CAMS,TPAC등)을 보유하신 분', 'AML시스템 개선 등 프로젝트 기획 및 진행 경험을 보유하신 분', '금융당국 등 검사 수검 경험을 보유하신 분']",[]
0158_GI48362491_㈜아이넷캅 채용 - [신입_경력] 안드로이드 앱(악성코드) 분석가 채용(내일채움공제가능) _ 잡코리아,데이터 분석가,㈜아이넷캅,['안드로이드 악성 앱 분석 및 결과물 산출 요구사항 [신입] 교대근무 수행 가능한 자 조직 및 팀원 간 소통에 이상 없는 자 기본적인 안드로이드 운영체제에 대한 이해 [누는]'],"['전산/보안 관련 자격증 소지 악성코드분석 도구 사용 경험(ex. Jadx', 'Frida', 'IDA', 'Ghidra', '등) 리버스 엔지니어링 수행 이력 안드로이드앱 분석 관련 대외 활동 이력(논문 작성', '도서 집필', '블로그(유튜브)운영', '특허 기술 보유 등) 기본우대']",[]
0159_GI48274220_㈜이자(eZar Inc.) 채용 - 투자정보 데이터 검색_수집 인턴 _ 잡코리아,데이터 분석가,㈜이자(eZar Inc.),[],['유관업무 경험자 투자에 대한 기본지식 보유자 투자자산운용사 등 근무조건 근무형태:인턴 근무일시:주 5일 기본우대 은 무 연융 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심 후문문'],['Excel']
0160_GI48316213_㈜썬더소프트코리아 채용 - [Thundersoft Korea] 통신 Protocol 검증 및 분석 Engineer모집 _ 잡코리아,데이터 분석가,㈜썬더소프트코리아,"['[이런 일을 해요] 모델별 2G/3G/LTE/NSA/SA/DSDS Protocol Daily Regression 진행 Fail 이 발생할 경우,CL search 진행하여 CodeSync 수행 Anritsu,Keysight, R&S 장비로Protocol 테스트 후issue Debugging 프로젝트 진행상황과 이슈사항을 고객사와 공유 통신 Protocol [이런 분을 찾고 있어요] 검증 및 분석 시험 업무 절차서 및 관련 품질 문서에 따른 업무 수행이 가능하신 분', '3GPP 시험 규격에 요구되는 시험항목에 대한 기술사항 검토가 가능하신 분', '국내외 핸드폰 기술 기준 및 시험 방법 이해가 있으신 분', ""더 많은 썬더소프트 채용 정보는 아래의 '자세히 알아보기'를 통해 확인해주세요 자세히 알아보기 Search 채용절차""]",[],['R']
"0162_GI48272305_㈜스티커랜드 채용 - 국내외 시장 조사 및 데이터 정리(PPT,EXCEL) 사원 모집 _ 잡코리아",데이터 분석가,㈜스티커랜드,"['포지션 (1명) 규모', '미래현황', '유통채널', '소비자', '경쟁업체 등에 관한 를 수행하고 분석', '평가 신제품 발굴', '수요예측', '점유율']",[],['Excel']
"0164_GI48242900_㈜엑셀리언트 채용 - (삼성동) 디지털마케팅 - AI대응 콘텐츠 개선 (신입,경력) _ 잡코리아",데이터 분석가,㈜엑셀리언트,"['""검색을 넘어,A에게 선택받는 콘텐츠를 만듭니다."" 우리는 Google, 네이버를 넘어 ChatGPT, Gemini, Perplexity 같은', 'AI 검색·답변 결과에 브랜드가 노출되도록 설계하는 GEO(GenerativeEngine Optimization)마케팅을 하고 있습 터연영이위 탈 터성를 이 연연탁술 처음부터 혼자 다 하게 하지 않습니다.', '아래 업무를 교육 +실무 보조 → 점진적 단독 수행 방식으로 진행합니다.', '1)AI 검색·답변 노출 분석 C n 선택되는지 분석.""왜 이 페이지가 선택됐을까?""를 함께 고민합니다 2)웹사이트&콘텐츠 GEO진단 기업 웹사이트를 보고A가 이해하기 쉬운 구조인지 정보가 명확하게 정리되어 있는지 점검 체크리스트 기반으로 진단(초보자도 가능)', '3)AI 친화 콘텐츠 기획', '정리 기존 콘텐츠를""질문?답변""형태로 정리.요약', '표 형태로 개선 글을 새로 쓰기보다 잘 정리하는 역할부터 시작합니다 4)SEO&GEO기본 데이터 확인 Google Search Console', 'GA4 등 기초 지표 확인 ""검색 유입 → AI 노출""흐름을 이해하는 연습 [이런 분이면 잘 맞아요]']",['기본우대 영어가능자 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심'],"['Excel', 'R']"
0170_GI48339750_굿얼라이언스 채용 - [월500이상가능] 메디컬 전문기업 [부동산입지팀] _ [영업팀] 모집 _ 잡코리아,데이터 분석가,굿얼라이언스,['핵심역량및 태도'],"['위을성 프랜차이즈 개발 경험', '스타버스,의정등 오 어드바이저 직영 정로 개 경쟁사 분석 및 상권벌 데이터베이스 구축 약국 및 의료시설 사업성 분석과 후보지 수익성 신규고객 발굴 및 기존 고객 관리 데이터 기반의 논리적인 커뮤니케이션 능력', '업계 최고대우 보장 미팅을 통한 전략적 제안 및 계약 체결 탁월한 영업 센스와 설득릭 보유 고객 니즈에 기반한 세일즈 방안 수립 이슈발생시능숙한 대처및 문제 해결능력', '보합.부용산 동 고수익 명업 경험']",['R']
0171_GI48369672_다중지능하브루타교육회 채용 - [경제라이프아카데미] 재무클리닉 · 교육기획_운영 · 플랫폼 관리 정규직 _ 잡코리아,데이터 마케팅 분석가,다중지능하브루타교육회,"['포지션 1.재무클리닉 (0명)', ""고객의 재무 상태를 '건강검진'처럼 진단하고"", '실행 가능한 개선 계획이 이어지도록 전 과정을 운 영합니다.사전 설문/자료(지출', '부채 등)수집과 정리', '상담 일정 조율', '리포트 구성 보조', '사 후관리(리마인드/재방문)까지 담당합니다.체크리스트 기반으로 누락 없이 진행하고', '고객 경험 을 개선하는 운영자 역할을 합니다.']",[],[]
"0173_GI48099886_㈜대한파트너스 채용 - [주식_코인유튜브 크리에이터] 코인,주식 영상DB수집(얼굴X) _부천 상동 _ 잡코리아",데이터 분석가,㈜대한파트너스,['코인유튜브-크리에이터 영상전문가 (0명) 코인 유튜브 크리에이터 코인 유튜브 크리에이터 종목영상찰영'],['kY공거o 기본우대'],['R']
0174_GI48379281_㈜이노케어플러스 채용 - 데이터 분석가 _ 잡코리아,데이터 엔지니어,㈜이노케어플러스,[],"['쿨 이어올를공긍 이런 업무를 해요 심평원 청구 데이터(진단', '시술 등)를 분석하여 제약사 대상 인사이트 도출 질환별/약물별 처방 패턴', '시장 트렌드 분석 분석 결과를 기반으로 리포트 기획 및 스토리라인 구성 데이터 엔지니어와 협업하여 시각화 요건 정의 이런 분들을 찾고 있어요']","['SQL', 'Python', 'R', 'Tableau']"
0175_GI48284129_㈜아티언스 채용 - 디지털 마케팅 컨설턴트_AI 데이터 분석가 _ 잡코리아,데이터 분석가,㈜아티언스,"['최신 AI 기술/틀을 활용한 신규 마케팅 기법 및 채널 도입 방안 연구 및 파일럿 적용 제안 팀 내 AI 기술/툴 활용 업무 자동화 및 효율화 담당 (데이터 처리,리포트 자동화 등)', 'AI 기반 업무 개선 경험 또는 실질적인 도입 전략 제시 프리랜서로도 협의 가능** 1.데이터 마케팅 실무 경험 최소 3년 이상(퍼포먼스 분석,컨설팅 경험)']","['2.디지털 광고 운영 경험 또는 마케팅 자동화 시스템 구축/운영 경험 3.컴퓨터 공학', '산업공학', '통계학', '데이터사이언스 등 관련 분야 전공 우대']",['GA']
0176_GI48213347_투자그룹플랜 채용 - 주식 유튜브 촬영 _ 주식 애널리스트 _ DB수집목적 _ 잡코리아,데이터 분석가,투자그룹플랜,"['꼼꼼히 알려드릴게요 채용 상세 안내 유사투자자문 및 주식 교육 콘텐츠 제작,트레이딩 담당 유튜브 주식 교육 영상 촬영 및 방송 진행 주식 시장 분석 및 트레이딩 투자 정보제공 및 투자전략 기획 콘텐츠 주제 선정 및 스크립트 제작 포지션 (1명) 유튜브 주식 교육 영상 촬영 및 방송진행']",['본인만의 종목 발굴 및 분석 기준 보유 유사투자자문업 또는 관련 업종 경험'],[]
0177_GI48319063_㈜비케이고 채용 - 오즈메이커(Odds Maker) 스포츠 데이터 분석가 _ 잡코리아,데이터 엔지니어,㈜비케이고,"['오즈메이커Odds Maker 실시간 모니터링:스타크래프트,리그 오브 레전드(LOL)등 주요 e스포츠 스트리머들의 경기 (1명)', '매칭 발생 시 즉시 파악하여 운영팀과 협의 배당률 산정:분석 결과를 바탕으로 합리적이고 경쟁력 있는 배당률 계산 데이터 관리:경기 결과', '배당률 변동 등 관련 데이터 수집 및 정리 보고서 작성:운영 현황 및 분석 결과 보고 핵심역량 성실성', '협동심', '계획성', '적응성', '창의성']","['e스포츠 관련 업무 경험', '수학,통계학,산업공학,데이터 과학 또는 관련 분야에서 학사 이상의 전공자 스포츠 베팅,배당률 관련 지식 또는 경험', '데이터 분석 툴 활용 능력']","['Python', 'R', 'Excel']"
0178_GI48330256_투자그룹플랜 채용 - 주식 유튜브 촬영 _ 주식 애널리스트 _ DB추출 _ 잡코리아,데이터 엔지니어,투자그룹플랜,"['꼼꼼히 알려드릴게요 채용 상세 안내 유사투자자문 및 주식 교육 콘텐츠 제작,트레이딩 담당 유튜브 주식 교육 영상 촬영 및 방송 진행 주식 시장 분석 및 트레이딩 투자 정보제공 및 투자전략 기획 콘텐츠 주제 선정 및 스크립트 제작 포지션 (1명) 유튜브 주식 교육 영상 촬영 및 방송진행']",['본인만의 종목 발굴 및 분석 기준 보유 유사투자자문업 또는 관련 업종 경험'],[]
0179_GI48284194_투자그룹플랜 채용 - 주식 유튜브 촬영 _ 주식 애널리스트 _ DB수집 _ 잡코리아,데이터 분석가,투자그룹플랜,"['꼼꼼히 알려드릴게요 채용 상세 안내 유사투자자문 및 주식 교육 콘텐츠 제작,트레이딩 담당 유튜브 주식 교육 영상 촬영 및 방송 진행 주식 시장 분석 및 트레이딩 투자 정보제공 및 투자전략 기획 콘텐츠 주제 선정 및 스크립트 제작 포지션 (1명) 유튜브 주식 교육 영상 촬영 및 방송진행']",['본인만의 종목 발굴 및 분석 기준 보유 유사투자자문업 또는 관련 업종 경험'],[]
0180_GI48342964_㈜브이아이투자그룹 채용 - [주식유튜브 종목영상촬영 애널리스트] DB수집목적 [재택근무 상시모집] _ 잡코리아,데이터 분석가,㈜브이아이투자그룹,['포지션 (6명) 애널리스트=주식 종목영상 유튜브 촬영'],['유튜브주식방송대본제작'],[]
0181_GI48233958_넥스트증권㈜ 채용 - Data Engineer _ 잡코리아,데이터 엔지니어,넥스트증권㈜,"['Data Engineer 대용량 정형/비정형 거래 데이터,시세 데이터,고객 행동 데이터 등을 효율적으로 처리하고 분석하기 위한 데이터 웨어하우스(Data Warehouse)및 데이터 레이크(Data Lake) 아키텍처를 설계하고 구축합니다.', '온프레미스(On-premise)환경과 퍼블릭 클라우드(AwS,GCP 등)환경을 연동하는 하이브리드 클라우드 데이터 인프라를 설계, 구축하고 안정적으로 운영합니다.', '실시간 및 배치 데이터 처리를 위한 확장성 높은 데이터 파이프라인을 개발하고, 성능 병목 구간을 분석하여 지속적으로 최적화합니다.', 'laC(Infrastructure as Code)기반으로 인프라 구성 및 관리를 자동화하고, 데이터 플랫폼의 상태와 성능을 실시간으로 모니터링하는 시스템을 구축하여 장애를 사전에 예방하고 신속하게 대응합니다.', '데이터 품질,데이터 수명 주기 관리 등 데이터 거버넌스 정책을 기술적으로 구현하고, 금융 규제 준수를 위한 강력한 데이터 보안 아키텍처를 적용합니다.', '데이터 분석가', 'AI/ML 엔지니어', '프로덕트 엔지니어와 긴밀하게 협업하여 데이터 요구사항을 파악하고']",[],"['SQL', 'Python', 'BigQuery', 'Redshift', 'Snowflake', 'AWS', 'GCP', 'Spark', 'Hadoop', 'Kafka', 'Airflow']"
